,title,main_body,link
39,2019年度十大“科学”流言求真榜,1、鼠疫无药可治，得上必死无疑 【流言】 鼠疫病死率高达100%，无药可治，染上就等死吧！ 【真相】 鼠疫又叫黑死病，是一种烈性传染病，由鼠疫杆菌引起。根据不同的感染部位和临床表现，鼠疫可以分为腺鼠疫、肺鼠疫、败血型鼠疫、轻型鼠疫和其他少见类型鼠疫。历史上，鼠疫确实引起过大范围的死亡，但这是因为当时人们对鼠疫的病因、治疗、预防等认识不足。 虽然人类对鼠疫普遍易感，但在现代医学里，鼠疫已不再无药可救。事实上，临床上鼠疫病例已经可以通过规范使用抗生素进行治疗。病人如果能早期就诊，并得到规范治疗，治愈率很高，可疑接触者也可通过预防性服药而避免发病。 不过，需要提醒的是，未治疗的鼠疫病死率极高，比如最凶险的肺鼠疫，可在发病18-24小时内致命。败血型鼠疫如不及时治疗，病死率几乎为100%。所以，及早诊断和治疗对于存活和减少并发症至关重要。 中国科学院院士、中国疾控中心主任高福表示，当前我国已经基本建立了比较完善的防控体系，只要科学应对，不会出现疫情大范围扩散风险。 2、中国高铁辐射严重，会造成女性不孕 【流言】 国产高铁从诞生起就存在严重的辐射问题，对人最大的危害就是破坏女性生殖系统，造成不孕。 【真相】 我国高速铁路上运行的列车，使用的电力一般为2.5万伏特、50赫兹交流电。相应地，高铁的高压电力设备辐射出这个频率段的电场和磁场，为“极低频电磁辐射”，属于非电离辐射，不会对女性生育产生影响。“高铁辐射严重导致不孕”的说法纯属误导。 有电的地方就有辐射，普通火车、地铁都有辐射，手机、剃须刀有辐射，太阳光也有辐射。只要辐射在一个安全值内，就不会对人产生影响。国际非电离辐射防护委员会规定，高铁产生的磁场辐射的安全标准为100微特斯拉（磁感应强度单位）以下，电场辐射的安全标准为5千伏/米以下。 北京铁路局专业人士曾专门对高铁车厢中的电场辐射进行测量并公开测量数据，不同车型的一等车厢、二等车厢、车厢连接处、驾驶室等位置，电场辐射值分布在0.011-0.021千伏/米的范围内。比对这些数据不难发现，中国高铁的电磁辐射量要远远低于国际标准，根本不可能对人体造成伤害。 3、液化气钢瓶着火一定要先灭火再关阀门 【流言】 液化气罐爆炸最大的误区就是立刻关阀门！一定要记住，是先灭火再关阀门！ 【真相】 事实并非如此，千万不要被此流言误导。液化气钢瓶一旦着火，要根据现场情况，采取不同的处置措施。 在液化气钢瓶阀门完好的情况下，首选是关阀。,http://www.bast.net.cn/art/2020/1/8/art_23312_446862.html
40,2019年度十大“科学”流言求真榜揭晓,为进一步扩大“科学”流言榜影响力，助力营造清朗网络空间，提高公民科学素质，“智止流言，探求真知——2019年度十大‘科学’流言求真榜”于12月30日在北京科学中心揭晓。榜单在北京市科协、北京市网信办、首都互联网协会的指导下，由北京科技记者编辑协会、北京地区网站联合辟谣平台共同发布。中国工程院院士、传染病预防控制国家重点实验室主任徐建国，北京市科协党组书记马林为获奖单位颁奖。北京市科协党组成员、副主席孙晓峰，北京科技记者编辑协会理事长姜岩致辞。孙晓峰在致辞中表示，普及科学知识、弘扬科学精神、传播科学思想、倡导科学方法，是科协组织和科技工作者义不容辞的光荣责任。在知识分化和信息爆炸的时代，要想摆脱迷信、愚昧，必须具备必要的科学知识。同时，也要掌握相应的科学方法，看清各类谣言的欺骗手法，分析掌握谣言的“套路”，以科学方法追求新知。还要树立科学的价值观，弘扬求实精神，敢于理性质疑，让科技更好服务国家和社会发展。姜岩说，“科学”流言榜诞生六年以来，秉持科学精神与公益价值，已经成为了传播网络正能量、引领公众科学素质提升的一面旗帜。2020年，“科学”流言榜工作将开启新的征程，继续打好与各种“科学”流言斗争的持久战，推动网络空间更加清朗，推动全民科学素质持续提升。每月“科学”流言榜于2014年初发起。从2014年1月至2019年12月，每月“科学”流言榜共发布科学类流言570条，内容覆盖社会热点，贴近百姓生活，在社会上起到了科学辟谣、以正视听的重要作用。本次发布的2019年度十大“科学”流言，是在腾讯指数数据的基础上，从2019年发布的73条“科学”流言中，由专家评委根据其传播广度和危害性投票选出的，均为百姓关注的热点话题。其中既有引起恐慌情绪的“5G基站比4G辐射更强对人体危害大”“中国高铁辐射严重会导致女性不孕”“人工增雪催化剂含碘化银会影响健康”，也有曲解前沿科学的“量子波动速读1分钟阅读10万字”“外星人发来了太空无线电波”；既有错误的医学概念“鼠疫无药可治，得上必死无疑”“甲状腺结节是甲状腺癌的前兆”“跑步会损伤膝盖易患关节炎”，也有不靠谱的生活建议“液化气钢瓶着火一定要先灭火再关阀门”“拍完X光发现怀孕，孩子就不能要了”。在活动现场，中国工程院院士、传染病预防控制国家重点实验室主任徐建国，北京交通大学电气工程学院教授刘文正，中国人民解放军总医院老年心内科主任医师、每月“科学”流言榜评委吴海云等十位专家，通过讲解。,http://www.bast.net.cn/art/2020/1/2/art_23312_445284.html
41,北京青少年科技教育协会2019年理事会及会员代表大会召开,12月20日，北京青少年科技教育协会（以下简称“协会”）2019年理事会、会员代表大会在北京市科协召开。理事会由协会理事长、中科院理论物理研究所吴岳良院士主持。会议讨论研究了协会2019年工作报告、财务及监事工作报告、专委会工作报告、理事会员单位增补情况说明等事项。会员代表大会由副理事长陶建华主持，北京市科协党组成员、副主席刘晓勘，协会理事长吴岳良、秘书长张晓虎、监事长仵书超，协会理事会、监事会、专业委员会专家代表，理事会员单位代表共69人参加会议。代表们审议通过了《北京青少年科技教育协会2019年工作报告》《北京青少年科技教育协会2019年财务、监事工作报告》《北京青少年科技教育协会理事会员单位增补情况说明》。吴岳良在会员代表大会发言中强调，目前“不忘初心、牢记使命”主题教育活动深入开展，协会要牢记青少年科技教育工作者的初心和使命，努力营造风清气正的环境。把政治引领，价值引领放在协会工作的首要位置。其次，他提到2019年9月16日北京科技教育创新研究院正式成立，今后要充分发挥资源优势，大力推动创新发展。并且今后希望协会积极拓展通道，培养、发现、举荐人才，通过更加丰富的选人用人渠道，为科技教育工作者提供发展平台。在党建工作方面，他表示，科协深化改革的重点，是大力加强队伍建设，协会要增强组织能力，依靠“一院两会”，85家会员单位，提供更优质的服务，并且团结凝聚科技辅导员，促进北京地区科技教育事业的发展。最后，吴岳良谈到了当前中美摩擦下的科技交流面临的问题，提出如何应对这些挑战，如何适应世界新形势、新变化，如何创新科技教育、科技人才培养的形式，这些都需要进一步思考。希望大家能够携手共进，为培养科技英才贡献自己的力量。刘晓勘作总结发言，他首先对本年度协会取得的成绩表示肯定，并表示在当前的世界局势之下，培养我国自己的人才是我们当前的重中之重，用科学思想武装起来的青少年是国家未来的希望，是民族复兴大业非常重要的一环。就如何做好协会未来的工作，他做出了三点建议：一是要为科技教育工作者服务，搭建交流合作的平台；二是促进提升科技教育发展的平台，实现理论创新；三是推动科技教育成果转化。最后，他希望协会能够众人拾柴火焰高，大家共同努力为协会的发展出谋划策贡献力量，为首都科技教育工作做出了更大的贡献。,http://www.bast.net.cn/art/2019/12/20/art_23312_438420.html
42,2019年11月“科学”流言榜新鲜出炉,"5G手机运用毫米波可导致失明 流言： 5G载频是毫米波段，毫米波对眼睛伤害很大，可导致黄斑变形，时间过长还可能导致失明。 真相： 毫米波指的是波长在1-10毫米之间的电磁波，对应的是30GHz-300GHz之间的无线电频谱。而我国三大运营商5G通信运用到的是中低频，频段在3Ghz-6Ghz之间，属于厘米波段，并非网帖当中的毫米波。关于手机电磁波产生热能的问题，业界早有评判标准，通常用SAR值（Specific Absorption Rate）来表示，即电磁波能量吸收比。以6分钟计时，规定每公斤脑组织吸收的电磁辐射量不能超过一定标准，这个辐射量也包括电磁波的热效应。美国的标准是1.6W/Kg,而欧洲则是2.0W/kg。SAR值越大，表示对人体影响越大。 目前我国使用的是2.0W/kg的标准，超过此数值，是不允许入市销售的。实验数据表明，华为、中兴等国产品牌手机，以及苹果、三星等国外品牌手机，SAR值均远低于2.0W／kg的国家标准，正常使用不会对人体健康产生影响。流言中提到的“黄斑变形”也不准确，这种疾病的准确名称是“黄斑变性”，是老年人很常见的一种疾病，因为随着年龄增加，视网膜组织退化、变薄，引起黄斑功能下降。在临床中，由于用眼不当导致黄斑损伤，只有登山者爬雪山不戴护目镜等极端条件下才可能出现。 3. 牙膏可杀灭幽门螺杆菌，预防胃病和胃癌 流言： 一些牙膏能杀灭幽门螺杆菌，预防胃病和胃癌！ 真相： 幽门螺杆菌(Helicobacter pylori)是一种短棒螺旋形状细菌，是目前引起消化性溃疡等疾病最常见原因。幽门螺杆菌主要存在于胃中，口腔里不过是一些“散兵游勇”，口腔不是幽门螺杆菌的储存库。幽门螺杆菌与龋齿的关系尚不明确，单独进行口腔杀菌意义不大。 目前，没有证据表明某种牙膏能彻底杀灭口腔幽门螺杆菌。某些牙膏的宣传中列举的科学研究均是仅仅停留在体外试验和动物试验阶段，远远达不到其所宣称的神奇效果。就日常清洁而言，普通牙膏刷牙也能起到清除口腔细菌、减少炎症的作用。幽门螺杆菌患者，应到医院消化科寻求正规治疗。目前最常用的应对方法是多种抗生素和抑制胃酸的药物联合治疗，医生开的杀菌药物通常至少3-4种，并且需要持续用药1周。 4. 睡太多增加痴呆风险 流言： 睡太多的人痴呆风险增加。 真相： 网上出现的“睡太多的人痴呆风险增加”“睡太多容易老年痴呆”等报道，内容来源于《阿尔茨海默症和痴呆》杂志。",http://www.bast.net.cn/art/2019/12/2/art_23312_438416.html
43,“意”方有难 “中”方支援 ——中意两国交流抗“疫”经验,新冠肺炎疫情爆发以来，为贯彻落实习近平总书记对于疫情国际合作的重要指示精神，更好地服务人类命运共同体建设，帮助海外受到疫情影响的国家尽快控制疫情发展，保障全球人类的生命健康，中华中医药学会一直关注海内外疫情的变化情况，及时发布《致国际中医药组织的函》，号召国际中医药团体携起手来，互信合作，团结共赢，共同投入到在这场维护人类健康的斗争中。随着新冠肺炎疫情在全球持续蔓延，很多国家疫情状况不容乐观。意大利作为此次新冠肺炎疫情的重灾区，形势极为严峻。学会主动与意大利中华医药学会取得联系，沟通和交流新冠肺炎的防治经验，并将中国的防治方案与意方共享，包括《新冠肺炎诊疗方案（试行第七版）》《新冠肺炎出院患者康复方案(试行)》《新冠肺炎疫情心理疏导工作方案》等，为意大利结合本国疫情的实际情况辨证施治和制定防治措施提供参考。意大利中华医药学会主席何嘉琅对中国防治成果予以高度肯定，并将这些经验及时反馈给意方主管卫生的相关机构。意方十分重视中国的防治经验，对于中医药在疫情防治中的作用表现表示肯定。何嘉琅在回函中针对意大利新冠肺炎的防治工作提出如下建议与请求：一、建议中国向国外派遣抗疫医疗队时，一定要配备中医或中西医结合专家。二、建议世界卫生组织中国武汉联合调查组中应有中医或中西医结合专家，调查报告中应总结中医或中西医结合的成果，让全球医学界了解这些进展。三、希望中国能根据两国卫生部门的双边协议，向意大利提供中医经验和中药援助。因此，中华中医药学会将持续动员各方力量，积极发挥学会的资源优势，主动与意大利等国家的相关海外中医药学术机构对接，搭建我国疫情防治领域的中医知名专家与意大利医学专家交流的线上平台，进一步深入交流总结新冠肺炎的防治经验，提升意大利的防治水平，控制疫情的传播与发展，为服务人类命运共同体建设作出积极贡献。,http://www.cast.org.cn/art/2020/3/26/art_380_117376.html
44,中国印刷技术协会：为疫情防控提供印刷保障和服务,在疫情发生后，中国印刷技术协会积极向印刷行业发出倡议，近 300 万印刷人上下联动、捐款捐物，全力做好疫情防控物资的生产保障任务，安全有序地推进复工复产，助力打赢疫情防控阻击战，努力实现行业平稳有序运行。 全力做好防控物资生产保障 印刷业是疫情防控宣传品和卫生防护用品包装生产的重要保障部门。1 月 28 日，中国印刷技术协会（简称中国印协）面向全行业率先发出倡议，号召行业企业坚决响应习近平总书记指示，落实党中央国务院部署，全力配合政府做好疫情防控工作、调动行业力量共筑疫情防控的坚实堡垒，做好保障疫情防控印刷品的印制任务。北京、上海、广东、浙江、江苏、山东、福建、四川、天津、内蒙古等各省市自治区印协纷纷行动，号召行业企业在提升自我防护能力的同时，做好疫情防控保障物资生产、妥善处理劳动关系。 全国各地印刷企业克服困难、加班加点，积极投身到疫情防控保障物资的生产中。据各地不完全统计，截至到 2 月 29 日，全国各省市约有 60%-70% 印刷企业复工复产。 长荣股份、山东金恒丰等行业知名企业利用自身的技术优势，最短时间内开发出口罩生产设备，投身紧缺防护物资生产；东风股份的子公司千叶包装积极生产医疗护目镜。 捐款捐物心系抗疫一线 裕同科技及其子公司累计向武汉捐款 300 万元用于采购抗疫防护物资和检测设备；东风股份分别向湖北省、汕头市捐赠价值 600 多万元的物资和200 万元现金；吉宏股份累计捐款及捐助物资 100 余万元；山东世纪开元将印有“武汉加油”的 150 万只纸杯捐赠给武汉市的医院；鹤山雅图仕向鹤山市捐赠专业医护用口罩 5 万个、红外线体温检测仪 50 套，合计价值 20 万元。 内蒙古自治区印刷协会、呼和浩特市印刷技术协会面向会员单位发起“积极参加疫情防控阻击战和献爱心活动”，累计捐款捐物约 23 万元人民币；上海市松江区印协将年会经费全部捐赠给湖北省浠水县。,http://www.cast.org.cn/art/2020/3/17/art_380_116600.html
45,宁夏第三届创新方法大赛企业专项赛决赛开幕,10月20日，由宁夏科协、科技厅联合主办的2019年中国创新方法大赛宁夏分赛暨宁夏第三届创新方法大赛企业专项赛决赛在银川拉开帷幕。本届大赛主题为“创新创业 方法先行”。 大赛由企业专项赛和大学生TRIZ专项赛两个赛事活动组成，两个赛事活动分别包含赛前培训辅导、初赛、决赛、擂台赛。企业专项赛自9月11日启动，共有57个企业创新方法实践项目报名参赛，参赛项目涉及装备制造、新能源、新材料、食品生产、石油化工、电力等多个专业领域；经过辅导、初评、筛选，共有29个项目入围决赛；8强队伍争夺宁夏大赛金银铜奖；大学生专项赛将于11月份启幕；两个赛事活动的优胜者将代表宁夏分别参加中国创新方法大赛的各专项赛事。 2019年10月20日宁夏创新方法大赛企业专项赛决赛开始.png 来自区内29支项目参赛队近90名赛手通过理论测试、答辩评审两轮激烈较量。宁夏宝塔化工中心实验室（有限公司）的“降低粉煤灰纤维拉丝过程中断丝率”、西北稀有金属材料研究院宁夏有限公司的“航天用高尺寸稳定性惯导材料的研制”、宁夏共享机床辅机有限公司的“降低数控机床防护滑动门撞击振动”、中色（宁夏）东方集团有限公司的“基于TRIZ的金属表面处理技术研究”、共享装备股份有限公司的“提高铸造用工业级3DP打印设备铺砂器下砂稳定性”、西北稀有金属材料研究院宁夏有限公司的“提高稀有金属X热扩散系数测试的准确性”、共享铸钢有限公司的“提高消失模模型强度”、宁夏保利节能科技有限公司“提高板材内部浆料分布的均匀性”8个项目晋级八强。,http://www.cast.org.cn/art/2019/10/24/art_208_103685.html
46,内蒙古科协召开七届八次常委会议,10月23日，内蒙古科协第七届常务委员会第八次会议在呼和浩特市召开。内蒙古科协常委18人参加会议。内蒙古科协主席赵吉主持会议。 a.jpg 会议现场 （周亚军 摄） 会上，内蒙古科协党组书记麻魁通报了2019年以来内蒙古科协主要工作情况，宣读了内蒙古自治区党委办公厅《关于同意召开自治区科学技术协会第八次代表大会》和自治区党委组织部《关于自治区科学技术协会第八届委员会及常委组成方案》的批复，听取内蒙古科协第八次代表大会筹备情况汇报，审议并通过《内蒙古科协学会组织通则（草案）》《关于成立生态环境产学研联合体及新增加学会的申请》《内蒙古科协常委会专门委员会的方案》以及变更内蒙古科协七届委员、常委等有关事宜。 赵吉强调，科技创新和科学普及是实现创新发展的两翼，当前全球新一轮科技创新风起云涌，内蒙古正处在转型升级、实现经济高质量发展的关键时期，创新内蒙古建设任务艰巨、责任重大，自治区科协要坚持“四服务”职责定位，认真履行工作职责，紧密围绕自治区战略定位，努力推动开放型、枢纽型、平台型科协组织建设，更好地团结和引领全区广大科技工作者，为创新内蒙古建设贡献智慧和力量，不断开创新时代科协工作的新局面。,http://www.cast.org.cn/art/2019/10/24/art_183_103680.html
47,2019年“中国科协大手拉小手科普报告希望行”重庆巡讲启动,10月21日，2019年“中国科协大手拉小手科普报告希望行”重庆巡讲启动仪式暨首场报告会在重庆市第十八中学举行。航天科普报告团成员中国工程院院士龙乐豪、空军技术少将王汉杰、中国科普作家协会常务理事田如森等6名院士专家，中国科协青少年科技中心副主任张振威、副研究员李冬晖出席。市科协党组成员、副主席陈昌明出席并讲话。江北区委常委雷翌出席并致辞。市科协副巡视员袁强主持启动仪式。7a0d691d-a2a8-4f8a-9d8b-81af2b83cd6b.jpg活动现场启动仪式上，张振威宣布2019年“中国科协大手拉小手科普报告希望行”重庆巡讲活动启动。陈昌明在讲话中指出，青少年是国家的未来，民族的希望，一直以来，重庆市科协高度重视青少年科技教育工作，把普及青少年科技知识、激发青少年创新热情作为提高全民科学素质建设的一项重要内容，深入开展了一系列科技活动和科普竞赛，多年来持续开展了院士专家进校园等科普活动，取得了良好的效果。陈昌明希望参与本次活动的区县、学校能够以此次活动为契机，持续开展丰富多彩的科普活动，传播创新文化、营造创新氛围。启动仪式结束后，龙乐豪院士作题为《走向航天强国》的首场科普报告。他从火箭的起源与构成、我国火箭发展历程与成就、国外运载火箭现状和中国航天发展展望等方面，进行了精彩的讲授，博得现场师生的阵阵掌声，让学生受益匪浅。中国科协大手拉小手科普报告希望行”活动始于2000年，是为科学家进行科学传播活动搭建的一个平台。多年来，中国科协青少年科技中心邀请各个领域的科学家组成科普报告团队，深入全国各地，面向公众尤其是青少年，开展面对面的科普报告巡讲活动，足迹已遍及32个省、自治区、直辖市，为提高公民科学素质作出了积极贡献。本次重庆巡讲活动由中国科协青少年科技中心、重庆市科协共同主办，重庆市科协科技服务中心、江北区科协、江北区教委联合承办。由6名学术造诣高、演讲经验丰富的老科学家和资深专家组成的专业化科普报告队伍，以航天科普为主题，将陆续在江北区、大足区、永川区、江津区、垫江区、云阳县、开州区等7个区县30所中小学校开展科普报告，让青少年能近距离感受科学家的风采，了解航天领域前沿的科学知识，激发科学兴趣，培养科学精神，提高科学素质。,http://www.cast.org.cn/art/2019/10/23/art_200_103631.html
48,地质资源与生态环境可持续发展高峰论坛在京举办,为服务北京“四个中心”建设，聚焦地质资源相关领域的前沿研究，探索地质资源与生态环境可持续发展的新科技，10月14-15日，由北京地质学会主办，北京生态修复与环境保护联合体、北京减灾学会、北京水利学会协办，中国矿业大学（北京）承办的院士讲地质 —— 地质资源与生态环境可持续发展高峰论坛在中国矿业大学（北京）召开。此次论坛同时作为中国矿业大学（北京）110周年华诞系列学术活动的重要组成部分。北京地质学会副理事长、北京大学地空学院名誉院长潘懋先生到会指导。论坛由北京地质学会秘书长于春林主持。 地质1.jpg 中国矿业大学（北京）副校长赵峰华、北京市地勘院副院长刘连刚、北京市科学技术协会学会部部长李金涛分别代表中国矿业大学（北京）、北京地质学会和北京市科协参加论坛并发表致辞。 论坛特别邀请了北京地质学会理事会顾问，中国工程院院士武强和中国科学院院士金之钧分别就“我国能源形势与国土空间分析”和“页岩革命及其意义”做了主题报告。武强在报告中详细介绍了我国的能源形势、能源的结构分布，各类能源开发利用现状，预测了我国能源发展趋势；金之钧院士向与会专家详细介绍了页岩在能源中发挥的巨大作用，介绍了我国页岩气、页岩油开发利用的发展历程及开发利用技术方法，展望了页岩发展利用前景。 会议还邀请了中国地调局浅层地温能研究与推广利用中心主任李宁波、中国科学院大学教授王明玉、北京师范大学教授刘世梁、中国地调局天津地质调查中心水环院院长马震、中国地质大学（北京）教授杨忠芳和中国地质调查局信息处处长屈红刚分别就浅层地温能应用与发展、地下水污染与水系统安全、重大工程干扰对区域生态系统的影响、雄安新区多要素城市地质调查探索与实践、我国土壤环境质量现状与几个关键问题、国家地质大数据共享服务平台建设实践与进展6个专题介绍了清洁可再生能源利用、地质环境现状发展、地质调查评价方法体系、地质工作新模式及现代信息技术应用的未来趋势和新要求。 于春林表示，北京地质学会作为北京地区地质工作者社会团体，将继续组织各类学术交流活动，为广大地学工作者提供更加广泛的“拓展视野、展示才华”的学术交流平台，提升北京地质学会的凝聚力与影响力。 此次论坛共有来自地勘单位、科研机构、高等院校等单位的地质工作者和相关行业领域的工作者250余人参加。,http://www.cast.org.cn/art/2019/10/23/art_179_103630.html
49,互联网科技与融媒体发展论坛在太原召开,9月28日，主题为“守正创新 融合出版”的互联网科技与融媒体发展论坛在太原召开。中国期刊协会副会长李军、上海大学期刊社副社长刘志强、中国教育发展战略学会副会长兼人才发展专业委员会理事长李志民受邀作报告。山西省科协党组成员、副主席郝建新出席并讲话。山西省科技期刊编辑学会理事长韩世范致辞。 微信图片_20191022210850.jpg 郝建新在讲话中表示，本次论坛是贯彻落实中国科协、中宣部、教育部、科技部《关于深化改革 培育世界一流科技期刊的意见》的具体行动，也是2019年山西省科协年会的重要分会场活动。他指出，山西打造能源革命排头兵，为科技期刊发展提供了难得的历史机遇，同时也赋予科技期刊重要的历史使命。山西省科协将联合相关部门出台山西培育一流科技期刊计划，支持山西省科技期刊编辑学会更好团结广大会员，为会员提供服务。本届论坛专家阵容强大，实力雄厚，希望大家珍惜这一难得的机会，与各位领导、专家学者、业界大咖深入交流，从政策导向、科技应用、创新发展等方面，探讨互联网科技与融媒体发展对科技期刊的影响与启示，推动山西省科技期刊守正创新融合发展。同时，以此次论坛为契机，坚守初心，顺势而为，拥抱科技期刊产业变革的大趋势，为山西科技期刊发展，为山西转型创新发展贡献我们的力量。 李军的报告题目是《关于培育和建设世界一流科技期刊的思考》。他从多方面剖析为什么要建设一流科技期刊、培育一流科技期刊要解决什么问题，并对山西科技期刊怎么做提出建议。刘志强在题为《科技期刊融合出版发展趋势及典型案例》的报告中，介绍国际、国内数字出版发展情况；学术期刊融合出版发展趋势；上海大学期刊社融合出版工作。李志民作《下一代互联网技术发展与传播》报告，他认为，技术是推动人类文明发展的根本动力，互联网+时代的到来，将推动人类文明迈上新台阶，并且互联网对人类的影响将不断提升，将从目前的信息互联、消费互联，向生产互联、智慧互联深入发展，“凡是受信息传播影响的行业都会改变”。 本届论坛由山西省科协主办，山西省科技期刊编辑学会承办，山西医学期刊社、山西医药卫生出版传媒集团、太原理工大学期刊中心、山西科技传媒集团、山西现代农业工程出版传媒中心、中科院山西煤炭化学研究所等单位协办。,http://www.cast.org.cn/art/2019/10/22/art_182_103553.html
