,title,main_body,link
61,陕西各级科协组织积极行动 投入疫情防控阻击战,陕西省科协及所属事业单位认真组织学习陕西省委关于《进一步加强党的领导 坚决打赢疫情防控阻击战的通知》，下发《关于充分发挥全省科协系统党组织战斗堡垒作用 组织动员广大科技工作者为打赢疫情防控阻击战提供科技支撑的通知》，要求全省科协系统各级党组织切实发挥战斗堡垒作用，依靠组织动员广大科技工作者为打赢疫情防控阻击战提供坚强科技支撑，做好疫情防控“应急科普”各项工作。 在“陕西科普”“水煮科技”微博、微信，今日头条，抖音等平台发布关于新冠病毒防控主题的科普文章、科普图片及科普短视频34篇，陕西科技传媒网制作网络专题报道，陕西科技报社制作“战疫情”专刊报纸，及时传播国家权威部门发布的相关信息，有针对性地进行解疑释惑和科学辟谣。使用科普中国原创试题，开展关于新型冠状病毒内容的知识战“疫”活动，通过答题让公众更加了解病毒防护知识，消除不必要的恐慌，做到科学、理智的应对疫情。陕西科技馆通过网站、微信及数字媒体平台搜集和发布权威性疫情防护科学知识进行宣传引导。通过各种渠道进行公益捐助活动，联系街办、社区配合开展疫情防控工作。 陕西省科协联合省心理卫生协会整合全省资源，组织经验丰富的精神科医师或心理咨询师通过电话热线为公众提供免费心理援助。省医学会积极协调省侨联向陕西新型冠状病毒感染疫情防控指挥部捐献口罩等物资。开通“陕西医学科普”公众号，制作新型冠状病毒感染肺炎防治的专题栏目。省药学会发布倡议书，发动会员单位开展针对新型冠状病毒的研究，组织会员单位、企业向武汉及陕西的各大医院捐赠口罩、防护服等医疗物资。省康复医学会动员学会会员根据疫情编写防护疫情的科普文章。省预防医学会向陕西省和西安市、宝鸡市、咸阳市、安康市疫情防治机构提供专业技术咨询20余条，通过网络发布4篇预防专业及科普文章，向全省医务工作者发布慰问信，向会员单位提供预防控制、诊断、病例定义界定等专业咨询服务。省护理学会、省营养学会、省心理卫生协会等发布应急科普文章10余篇。,http://www.cast.org.cn/art/2020/2/2/art_80_109667.html
62,河南科协：应急科普重点应对农村聚集性传染防治工作,面对严峻的新型冠状病毒引发的肺炎疫情防控形势，河南省科协结合实际，把农村聚集性传染的防治工作作为当前应急科普工作的重中之重，一手抓科普资源传播分享，一手抓防疫知识普及宣传。2月1日，河南省科协把“科普中国新型冠状病毒相关资源”下载转发到全省18个省辖市、158个县市区科协和148个重点全省学会，供各地各单位免费下载使用；组织全省7000多个农技协、1000余个智慧农技协、300个农村电商技能人才培训基地（科技扶贫基地）、800个农村电商示范店铺、61个现代农业科普园共下载转发科普中国新型冠状病毒感染肺炎科普知识视频、资料3万余次，全省300余万农民受益；指导全省53个农村中学科技馆以班级为单位，利用微信群、校讯通等，下载转发科普中国新型冠状病毒感染肺炎科普知识视频、资料800余次，为全省6.5万余名农村中学师生营造了良好的“一起行动抗病毒、学习健康两不误”的氛围。动员全省3000多个科普中国大屏管理员、1000多个农村电商技能人才培训师、5000多个农技协专家团专家、3500多个科普中国信息员及时下载转发科普中国新型冠状病毒感染肺炎科普知识视频、资料10余万次，覆盖农村人口600余万。,http://www.cast.org.cn/art/2020/2/1/art_80_109584.html
63,江苏省科协：群策群力打好抗击疫情科普宣传战,新型冠状病毒感染的肺炎疫情发生以来，江苏省各级科协组织在省委省政府领导和中国科协指导下，担当尽责、形成合力、群策群力打好抗击疫情科普宣传战。1月29日，江苏省科协发出倡议书，号召全省科技工作者坚定必胜信念，弘扬科学精神，用好科技武器，用科学精神和科技武器打赢防治新型冠状病毒肺炎疫情阻击战。省科学传播中心汇总《科学预防新型冠状病毒肺炎》《科普中国|防病毒如何戴好口罩》视频在人民网江苏频道、公众科技网、江苏省科协、苏科家园、科学传播在线、科普云大屏终端、慧科网和南京地铁移动电视平台等多个平台发布，同时推送有关疫情防治及辟谣资讯207条，阅读超过115.8万人次。科学少年社平台开展了“武汉加油”——江苏科技小记者参与疫情防控作品征集活动，用文字、画笔或镜头表达抗击疫情的信心，歌颂医护人员无私大爱的奉献，征集小记者作品30多件，从1月30日开始择优陆续发布宣传。江苏省科协所属省级学会（协会、研究会）除发动会员及时宣传疫情科普知识外，还结合各自专业特点及时发布针对性的科普信息。江苏省预防医学会发挥专业优势，及时发布专业疫情防控科普信息，在网站和微信平台推出电子版宣传资料。江苏省环境科学学会发布《使用过的废口罩要怎样处理才合适》和《抗击新型肺炎疫情》倡议书，号召遵守疫情防控各项制度规定，鼓励通过正规渠道进行物资捐赠。江苏省农村专业技术协会对全省各级农技协组织发出《关于做好新型冠状病毒感染的肺炎疫情防控应急科普工作的函》，提出工作要求。协会微信公众号发布有关疫情防治及辟谣资讯13篇。江苏农村专业技术网开辟科普专栏，发布科普图文9篇。在“科普农服通”、“问农答”App等科普服务平台上发布相关信息，在全国3000多台科普农服通设备上植入科普中国内容，每天动态分享科普视频、科普图文等，辐射全国23个省份。江苏省科普作家协会理事长单位凤凰出版传媒集团、江苏凤凰科学技术出版社紧急召开会议，邀请南京鼓楼医院传染病学科相关专家迅速编写、紧急发布了《新型冠状病毒感染的肺炎防护手册》（网络电子版）。,http://www.cast.org.cn/art/2020/2/1/art_80_109580.html
64,江西省科协系统众志成城 全力打赢疫情阻击战,面对这场新型冠状病毒感染的肺炎疫情，近日来，江西省科协系统迅速行动，积极作为，大力宣传普及肺炎疫情防控知识。 全媒体　多渠道　应急科普强力发声 “科普江西”微信公众号、抖音号发布优质科学权威科普资讯、视频，供基层科协下载转发分享。江西省科协主办“预防感染新型冠状病毒科普知识网络竞赛”，开赛后48小时内，参赛人员覆盖全省100各县（市区），参赛人次达38万。江西全省11个设区市科协通过微信公众号、电视台、报纸、宣传栏等平台，发布转发权威科普信息6000余篇条，阅读量300万余人次，发放张贴宣传单10万份。 九江市科协多种渠道形式推送涵盖国家决策部署、政策权威发布、专家解读、知识解答等多方面的防控知识，点击量超过70万人次。萍乡市科协利用多个平台专题宣传肺炎疫情科普知识。积极组织群众参加省预防感染新型冠状病毒网络知识竞赛。新余市科协在“2020年新余市迎新年学科学”微信有奖竞答活动中，加大普及疫情防控知识，通过科普中国社区、学校、乡村e站头条推送疫情防控知识。上饶市科协在“大美上饶”、上饶日报等微信公众号平台，精准推送权威疫情防控知识。鹰潭市科协通过科普e站、户外科普显示屏、网站、微信公众号等，积极推送“科普中国”优质权威科普资源。吉安市科协依托吉安市广播电视台《科普中国》V视频栏目、《井冈山报》和网络新媒体等平台进行互动式传播。抚州市科协利用信息化手段和通过基层科普阵地，深入集市、超市、车站、社区等传播应急科普内容。 进基层　入社区　应急科普覆盖家家户户 江西全省11个设区市科协发动各级学会，以及近20000名基层“三长”、科技服务志愿者、科普信息员开展各种形式应急科普。景德镇市科协组织科普志愿者进社区粘贴宣传单，入户宣传。除夕当天入户3000家，粘贴发放宣传单近万份。动员基层“三长”、农技协向会员、农民推送宣传应对疫情科普知识，宣传资料、信息传送到163个“三长”和160个基层农技协。上饶市科协广泛动员12个县科协、150余名基层科普信息员参与科普宣传。鹰潭市科协动员基层“三长”150余人、科技服务志愿者400余人、科普信息员1000余人参与应急科普，以社区、村为重点发放宣传单30000余份。 吉安市科协加强与相关学会、企业科协、院士工作站的联系，督促科普示范基地、农技协开展应急科普。赣州市科协在全市46台科普e站终端宣传疫情防控知识，积极动员乡镇科协、基层“三长”等开展科普宣传。,http://www.cast.org.cn/art/2020/2/1/art_80_109573.html
65,市科协看望慰问驻村第一书记,3月23日，北京市科协党组成员、副主席田文看望慰问密云区十里堡镇岭东村驻村第一书记及村两委委员，并代表市科协送去新冠肺炎防疫急需物品160余件，为岭东村疫情防控工作提供有力支持。田文在认真听取和了解岭东村疫情防控工作后，对驻村第一书记工作给予了充分肯定。自全国开展新冠肺炎疫情防控工作以来，第一书记坚持61天的“长跑”，积极协调密云区科协、北京农学会、北京食品学会、北京烹饪协会等，通过发放科普手册、专家建议、行业倡议书及防疫指导意见等多种方式，提升村民防疫意识和科学知识水平，为村民及复工复产企业提供专业帮助，取得了阶段性工作成效。田文指出，要继续发挥驻村第一书记作用，找准定位、勇于担当，带领干部群众切实将“外防输入、内防扩散”严到底。同时，也要做好自身防护，全力以赴守好村居防线。田文强调，村居作为疫情防控工作第一道防线，要按照北京市和密云区新冠肺炎疫情防控工作领导小组工作部署要求，进一步加强村卡口规范化、防控队伍专业化建设，不断强化村民联防联控工作机制，切实保障好村民的生命安全和身体健康。机关党委专职副书记张晓华、北京科技社团服务中心主任张鸿博一同参加慰问。,http://www.bast.net.cn/art/2020/3/25/art_23312_454441.html
66,北京市科学技术协会抗击新型肺炎疫情倡议书,新型冠状病毒感染的肺炎疫情发生以来，习近平总书记多次作出重要指示，党中央、国务院对做好疫情防控工作、打赢疫情防控阻击战提出了明确要求。北京市委市政府迅速落实中央部署，果断启动重大突发公共卫生事件Ⅰ级响应，形成了全民防控、人人动手的良好局面。首都广大科技工作者特别是医务工作者不畏艰险，奋勇逆行，对防控新型冠状病毒感染肺炎发挥了积极的重要作用，充分展现了首都科技工作者的责任和担当。目前，春节后返京人流即将到来，防疫工作到了紧要关头，为认真贯彻落实中央及市委市政府的决策部署，充分发挥科协系统的组织优势和科技工作者的关键作用，坚决打赢疫情防控阻击战，特提出如下倡议：一、提高政治站位，切实把思想和行动统一到党中央、国务院决策部署上来。坚决贯彻落实习近平总书记重要指示精神，增强“四个意识”、坚定“四个自信”、做到“两个维护”，进一步增强疫情防控工作的紧迫感和责任感。按照坚定信心，同舟共济，科学防治，精准施策的要求，坚定不移把中央的决策部署落到实处，科学判断形势，精准把握疫情，用实际行动弘扬抗击疫情正能量，坚决打赢这场没有硝烟的疫情防控战。二、加强科技攻关，在疫情防控战斗中建功立业。要充分发挥科协组织优势，把疫情防控工作作为当前最重要的任务，市科协所属学会和科技工作者要主动担当作为，团结协作，集智攻关，为打赢疫情防控战发挥科技支撑作用。要密切关注有关疫情动态信息，通过正常渠道及时提出有针对性、切实管用的意见建议和方案，为阻击新型肺炎提供科技智慧。医口学会要主动发挥优势，积极投入疫情防治工作，通过多种方式积极开展疫情防治宣传，为一线医务工作者做好服务保障。三、积极履行职责，大力普及科学防控疫情知识。积极组织动员社会科普资源，为社会公众提供科学权威、通俗易懂的优质科普产品。统筹利用各类媒体渠道，积极宣传报道疫情防控的工作进展、有效经验和科研成果，弘扬疫情防控正能量。通过科普文章、视频、互动知识竞答等多种形式传播疫情防控知识，教育引导广大群众增强防护意识，防止谣言传播，理性科学防控，维护社会稳定。四、坚持以身作则，带头遵守疫情防控各项制度规定。科技工作者是科学知识、科学精神的传播者、引领者，要以身作则，带头学习疫情防控知识，做好个人防护，并帮助指导亲朋好友和群众严格落实戴口罩、勤洗手等疫情防护措施。要带头减少不必要的外出活动，不串门、不集会、不聚餐，不去人员密集场所，有效切断病毒传播途径。要带头践行健康生活方式，依靠科学、履行责任。,http://www.bast.net.cn/art/2020/1/31/art_23312_448924.html
67,疫情防控期间“科学少年”停课不停学,新冠肺炎疫情发生以来，按照北京市科协党组的部署要求，北京青少年科技中心快速反应、科学应对，通过多种形式为“三大人才计划”学生，疫情防控期间停课并不停学，持续提升科学素养与创新能力做好指导工作。2月24日北京青少年科技中心面向全市人才培养计划承办单位发起疫情防控倡议书行动一：发出疫情防控倡议书。在做好疫情防控的前提下，对人才培养工作进行了针对性调整，围绕线上学习平台建设、科学文献阅读、科学选题谋划、畅通答疑解惑渠道等方面进行了系统部署，倡议得到清华大学、北京师范大学、北京航空航天大学、人大附中、北师大实验中学、北京二中等高校、中学基地校的积极响应。一批大学创新能力培养方面的慕课资源面向人才学生专门开放，各基地校积极组织新生认真学习的同时，还开设了往届优秀学生讲堂等特色项目，进一步加强了人才培养工作的针对性和实效性。行动二：构建云课堂学习平台。充分发挥北京青少年科技教育协会北京科技教育创新研究院的名师工作室资源汇聚优势，制作和征集了一批优质的科学教育课程，目前已上线人工智能、科学影像、生涯规划、数学、物理、化学等14门150学时的课程供师生免费学习。中科院院士汤涛、北师大实验中学副校长杨文芝等专家名师都为学生亲自授课。不到一个月的时间，在线学习已突破7万人次。云课堂上线的部分课程英才计划数学微课—中科院院士汤涛《艺术中的数学》科教人才成长指导工作室首席名师—北师大附属实验中学副校长杨文芝《战“疫”中谈中学生涯规划》行动三：畅通学习反馈通道，及时掌握学生学习动态，精准服务人才培养学生的成长需求。北京青少年科技后备人才计划导师，北京化工大学黄雅钦教授与同学们直播分享中学生如何做好科研选题北京青少年科技后备人才早期培养计划学员北京二中李伯强在导师视频指导下学习查阅文献北京青少年科技后备人才早期培养计划学员北京市第三十五中学陈睿杰学习程序语言笔记英才计划（北京）学员北京广渠门中学李思妍同学在学习如何查阅科学文献英才计划（北京）学员中国人民大学附属中学吴泓瑞同学与北京大学张铭教授导师团队通过线上会议学习交流北京青少年拔尖人才培养计划学员北京师范大学附属实验中学刘奕飞正在云课堂学习北京青少年拔尖人才培养计划学员北京十一学校刘锦龙同学在导师团队指导下制订课题研究计划前期工作的顺利开展离不开各承办单位、广大科技教育工作者及师生的支持。北京青少年科技中心今后还将继续丰富活动内容及形式，提供更多优质科教资源，为孩子们的梦想插上翅膀。,http://www.bast.net.cn/art/2020/3/27/art_23312_454442.html
68,少年同行，共战疫情：科学幻想画征集活动硕果累累,为坚决贯彻落实习近平总书记对新冠肺炎疫情作出的重要指示精神，按照市委市政府的相关部署要求，充分利用北京青少年科技创新大赛平台，通过线上提交及评选方式，用绘画形式传播科学思想和科学方法、弘扬科学精神和创新文化，引导青少年树立正确的人生观、价值观，第40届北京青少年科技创新大赛组委会面向在校中小学生开展了“少年同行，共战疫情”科学幻想画作品征集活动。为战“疫”献出一份力量，为武汉加油！为中国加油！征集活动自2月25日开展以来，至3月6日申报截止，共征集作品8300余幅。目前所有作品正在进行整理与审查，申报作品人员名单将于近日进行公布。面对疫情，政府部门，医护人员，工厂工人，执勤警察，社区干部，新闻记者……各行各业的人群都在通过自己的努力为打赢这场战“疫”奉献着自己的光和热，而作为祖国新时代建设者的青少年，也同样拿起了自己的画笔，在画中用科学仪器、科普知识、科学武器等各种幻想手段为这场战“疫”的胜利贡献着自己的一份力量。每一部青少年的作品都承载着青少年的科技梦，表明了对祖国早日打赢抗疫战的坚定决心，坚定了对国家科技事业无限的信心与支持，寄托了对身处一线工作人员的关心与爱护，抒发了祝愿所有病患早日康复的希望。无论任何时候，科技创新都是一个国家发展的关键，民族崛起的核心，工作生活进步的基石。科学幻想画的创作正是在国家科技创新工作不断进步的基础上而产生的艺术创造。而青少年正是站在无数巨人的肩膀上，才能学习到更多，领悟到更多，创造出更多。北京青少年科技创新大赛是由北京市科学技术协会、北京市教育委员会、北京市科学技术委员会、北京市知识产权局及承办区人民政府联合主办，目前已举办39届，是北京市面向在校中小学生开展的规模最大、层次最高、具有示范性和导向性的科技教育活动之一。“少年同行，共战疫情”科学幻想画作品征集活动属于少年儿童科学绘画比赛，后期会持续推出申报作品展示，请关注活动微信官方账号。感谢每一位青少年的广泛参与，让我们共同努力，早日战胜这场抗“疫”之战！,http://www.bast.net.cn/art/2020/3/17/art_23312_452858.html
69,2020年2月“科学”流言榜发布：关于新冠肺炎，这些流言你还在信？,“每月科学流言榜”由北京市科学技术协会、北京市网信办、首都互联网协会指导，北京科技记者编辑协会、北京地区网站联合辟谣平台共同发布，得到中国科普作家协会科技传播专业委员会、中国晚报科学编辑记者学会、上海科技传播协会、北京市科学技术情报研究所的支持。 1. 新冠病毒可通过气溶胶传播，所以不能开窗通风。2. 吸烟能预防新冠病毒感染。3. 新冠病毒能通过蔬菜水果肉类等食物传播。4. 喝高度酒可抵抗新冠病毒。5. 可以用清蒸、水煮、微波炉、喷洒酒精等方式消毒口罩。,http://www.bast.net.cn/art/2020/3/2/art_23312_452857.html
70,市科协召开“科普理念和实践双升级”专题研讨会,2月26日，市科协召开“科普理念和实践双升级”专题研讨会，重点交流如何推进科普队伍建设问题。市科协党组书记马林出席研讨会，市科协二级巡视员陈维成以及科普部、科普发展中心部分同志参加研讨。与会人员围绕市科协深化改革总体要求、“科普双升级”实践、科普队伍建设现状等问题，结合工作实际，进行深入研讨交流，大家感到，近年来，科普工作紧紧围绕打造“首都科普”新名片的目标，认真贯彻“科普双升级”理念，开展科普活动，搭建科普平台，加强科普基础建设，深入开展“科普双升级”实践，促进科普事业建设发展。大家认为，虽然科普工作取得显著成效，也存在一些亟待解决的问题，特别是科普队伍专业化建设、“科普双升级”深入实践问题，还有薄弱环节，需要高度重视，认真研究解决。在研讨过程中，马林同志在充分肯定科普工作成绩的同时，就如何深化“科普双升级”实践问题交流思想，指出“科普理念和实践双升级”提出以来，得到社会普遍认同和大家深入实践。“科普双升级”是经济社会发展和科学技术进步对科普工作的必然要求，科普工作者要适应这一要求，积极推动科普工作创新发展，在破解“三个不平衡问题”中发挥作用。特别是科普队伍建设上更要适应这一要求，夯实科普建设发展基础。一是推进科普队伍专业化建设。科普人员要防止在低层次徘徊，为活动而搞活动、为任务而做工作，要在工作实践中深入研究科普工作规律，不断向专业化上发展，把科普工作做精、做深，成为领域行家里手。二是浓厚“科普双升级”的研究氛围。要以研究的态度做科普，把科普当成学问来做，营造科普研究环境，培育动脑思考习惯，形成科普研究文化氛围。三是在“科普双升级”实践中增长才干。要直面机遇和挑战，在克服困难和破解难题中锤炼自己，不断提高科普能力和素质。要做好科普人才培育工作，营造良好的科普人才成长环境和氛围，不断促进科普人才快速成长。,http://www.bast.net.cn/art/2020/2/27/art_23312_452856.html
71,市科协携同国外科技组织和海外科技工作者共同战“疫”,北京市科协作为市委领导下的群团组织，围绕北京建设全国科技创新中心和国际交往中心，长期致力于深化与国外科技组织的交流合作，团结凝聚海外科技力量服务首都发展。新冠肺炎疫情发生以来，市科协发挥党建引领作用，加强国际联络，携同海外科技工作者共同战“疫”。近期，与北京市科协密切联系的10余家国外友好科技组织纷纷发来慰问信函和邮件，为中国抗击疫情加油助力；市科协海外智力专家、海外智力工作基地及所联系的海外科技社团通过举办活动、捐助物资等方式积极参与疫情防控。国外科技组织通过声声问候，对中国迅速应对疫情的举措，对中国医护人员、科技人员忘我的精神十分赞赏和认同。意大利科学城—IDIS基金会主席里卡多·维拉利在来函中表示，“我们向所有医护工作者出色的工作和无畏的勇气致敬，我们相信有中国人民同舟共济的坚定意志，有优秀科学家们的攻坚克难，中国一定能战胜疫情。此时，加强国际合作尤为宝贵，进一步推动科学和研究联合将帮助我们共克时艰”。巴基斯坦科学基金会国际事务主任阿赫桑·费罗兹在来信中表示，“基金会主席和全体同事坚定地与中国人民站在一起，并期待中国人民能尽快战胜疫情。我们将不断加强与贵方的科学技术交流合作，共同促进更大的发展。”世界绿色设计组织荣誉主席、意大利众议院前议长伊蕾妮·皮韦蒂在其支持信中表示，“中国政府面对疫情所展现的快速、高效应对能力让世界钦佩。在这样的时刻，我们将尽全力动员欧洲、亚洲及地中海国家等各国医疗物资渠道和急需的医疗物品，提供力所能及的帮助。”此外，欧洲科学参与协会、俄罗斯莫斯科国立大学、乌克兰科学院、捷克科学技术联合会、荷兰特温特大学、日本科学技术振兴机构、泰国国家科技馆等组织的代表也来信来电，表示慰问，并表达继续加强双方科学技术合作的愿望。,http://www.bast.net.cn/art/2020/2/24/art_23312_452855.html
72,北京科技报加印10万份《战“疫”》特刊送进社区,为了落实习总书记关于“要广泛普及科学防护知识，引导群众正确理性看待疫情，增强自我防范意识和防护能力”指示精神，蔡奇书记、陈吉宁市长提出的“全面把握、统筹处理好疫情防控与恢复经济活动秩序之间的关系，安全有序推进企事业单位复工复产”要求，北京市科协积极加强疫情防控期间舆论引导和应急科普工作，为此，北京科技报紧急加印10万份《战“疫”》应急科普特刊送进北京社区近7000个新时代文明实践中心站点，帮助社区开展疫情防控科普工作。 2月20日上午，丰台区马家堡街道嘉园三里社区居委会工作人员在向社区居民赠送北京科技报《战“疫”》应急科普特刊。摄影 张星海 北京科技报社克服印刷和投递等困难，把纸质报加印和电子报广泛传播相结合，从 “认识病毒、敬畏自然、科学防控、智止谣言、保持理性、精准施策、有序复工、防护必读”八个方面，系统的介绍了新冠病毒的科普知识，指导居民了解疫情防控主要政策，开展科学防控，澄清网络相关谣言。 随着疫情防控即将进入新的阶段，特刊还提供一些科学指导，帮助居民理性应对，防止疫情反弹，并引导居民有序参与复工复产。 丰台区马家堡街道嘉园三里社区党委书记孙雪表示，此次特刊特别的及时、有用，在当前信息过量，真假难辨的情况下，北京科技报为居民提供了准确权威的科学防护指南。,http://www.bast.net.cn/art/2020/2/20/art_23312_452854.html
73,北京公民科学素质竞答战“疫”特别行动登上8000辆公交车,为坚决贯彻落实习近平总书记对新型冠状病毒感染的肺炎疫情作出的重要指示精神，按照市委市政府的部署要求，充分发挥各类媒体优势，积极宣传报道疫情科学防控知识，提高公众自我保护意识，进而正确引导社会舆论、提高全民科学素质。由北京市全民科学素质纲要实施工作办公室、北京市科学技术协会主办，北京科技报社承办的以“30个战‘疫’必要常识，测测你过关了吗”的专题科普网络竞赛，于2月7日联合北广传媒面向广大社会公众推出。北京近8000辆公交车上的16000块移动电视将滚动播出1周，乘客不仅可以通过海报了解相关注意事项，还可通过扫描屏幕中的二维码参与专题科普网络竞答，了解更多疫情防控常识。30个战“疫”必要常识知识在移动电视中播出“30个战‘疫’必要常识，测测你过关了吗”专题科普网络竞赛自2月3日正式上线，通过各类媒体宣传覆盖百万余人。除此之外，还通过联合北京市委宣传部精神文明办在市属的7000个新时代文明实践中心站点同步推广；积极利用北京市科协、十六区科协微信公众号、网站、科普云平台开展科普防疫宣传；同时利用微博、人民日报客户端、今日头条等平台，以及北京科技报社纸媒、网媒等融媒体矩阵等媒体渠道扩大宣传。,http://www.bast.net.cn/art/2020/2/9/art_23312_448923.html
74,北京科学教育场馆疫情防控科普在行动,新型冠状病毒感染的肺炎疫情发生以来，北京市科协汇众智、聚众力，坚决贯彻习近平总书记重要指示精神，落实中央及市委要求，广泛动员社会力量，发动北京科学教育场馆共同开展科学防疫应急科普工作，各场馆积极响应，主动作为，奋勇争做科学知识的传播者，社会舆论的引导者，闭馆期间充分运用线上科普平台，引导公众不信谣、不传谣，传播正能量，为打赢疫情防控阻击战提供坚强保障。北京科学中心“疫情不解除，科普不掉线”，充分发挥数字北京科学中心线上媒体平台作用，丰富线上科普活动，积极回应社会关切的问题，1月20日起推出“疫情面面观”“防护有招”“辟谣在行动”“抗‘炎’新进展”等系列疫情科普专题栏目，每日持续发布疫情防护科普文章，阅读量近4万人次；开展“3D虚拟展馆漫游”“萌科小课堂”“疫情解读”“疫情绘画及科幻短文征集”“科普短视频征集赛”等线上活动，丰富中小学生线上科学教育；此外，响应中国科技馆倡导，与全国30余家科技馆组成全国科技馆微信联合行动联盟，在疫情防控期间共享科学防护科普资源，共建宣传推广渠道，并于2月1日推出首个面向全国青少年的大型线上科普竞赛活动“全国科学实验DIY挑战赛”，全国科技馆共筑网络阵地，携手抗击疫情。中国园林博物馆“闭馆不闭展、闭馆不离岗”，在官方微信微博推送64篇北京市政府、北京疾控中心市民防控措施，宣传官方权威消息，引导市民不信谣不传谣；引导公众通过互联网和移动端在家体验精神文化生活，打造“园林线上课堂”栏目，在官方微信、微博、微信导览小程序和官网推送年节“新春”专题的“莳花弄草好园居”“吉庆有余话金鱼”“描鸾刺凤园中绣”“生生不息祥瑞兽”4篇文化社科专题视频，制作线上观展专题页15篇。同时，动员党员干部和重点岗位工作人员制作“园博馆在行动”“中国加油”“行业能手在园博”等主题视频，宣传保障科普服务。北京急救科技馆利用广播电台、电视台、网络和新媒体开展科普宣传教育，在CCTV-1台晚间新闻、新闻直播间、中国新闻、午间新闻、朝闻天下、养生堂、北京电视台、北京电台1039兆赫、北京卫视新闻等专题栏目连续播放宣传教育节目，利用新媒体微视、央视频、抖音进行专题科普宣传；拍摄疫情防控和应急科普宣传教学片、科普短视频40余个。北京南海子麋鹿苑博物馆通过开展人员管控、登记调查、卫生消杀、动物管理等工作。,http://www.bast.net.cn/art/2020/2/5/art_23312_448922.html
75,北京市科协启动新型冠状病毒感染肺炎疫情应急科普工作,新型冠状病毒感染的肺炎疫情发生以来，习近平总书记多次作出重要指示，党中央、国务院对做好疫情防控工作、打赢疫情防控阻击战提出了明确要求。按照中国科协和市委市政府部署要求，市科协及时启动科学防疫应急科普工作，充分利用全媒体渠道普及正确的预防、救助、治疗等应急防护知识，及时制止相关谣言传播扩散，增强公众公共安全意识和社会责任意识，提高全社会应对突发事件的综合素质。一、统筹各种渠道立体传播，及时高效传播权威信息北京科协公众号自1月22起，每天推送传播国家权威部门发布的疫情防治政策信息、科普信息等相关信息，截止1月30日发布文章12篇。科学加客户端及时搭建新型肺炎疫情专题页面，用科学知识释疑大众关切，用科学方法引导舆论。目前，专题页面设置了疫情动态、专家发声、病毒研究、防护指南、流言终结、观点评述等板块，汇集各方权威报道和解读。客户端对于如何正确选择和佩戴口罩、普通感冒和流感的区别、如何居家隔离、儿童如何防护等防护要点进行了多次推送。同时通过科学加微信公号、新浪微博、头条号、一点资讯、百家号、人民号等平台同步发布，拓宽传播渠道。蝌蚪五线谱网站开设专题“抗击肺炎，我们与你在一起”，设置“疫情动态”“辟谣求真”“防护指南”“便民通告”等四个栏目，有针对性地进行解疑释惑和科学辟谣，截止到1月31日发布文章73篇。蝌蚪五线谱公众号每天推送疫情防治科普信息，截止到1月31日发布文章17篇。微博发布疫情相关科普内容58条，各媒体平台累计推送69篇疫情防治科普图文。蝌蚪五线谱新型冠状病毒疫情相关的5篇文章，被TA说收录进关联词条专题页。数字北京科学中心于1月20日起开设了《疫情面面观》专栏。栏目聚焦新型冠状病毒感染的肺炎疫情，向公众普及科学防护知识，引导公众正确面对疫情。自1月20日以来，已连续发布10篇重要疫情资讯和科普文章。各区科协利用各自公众号结合本区特点，广泛普及正确的新型肺炎预防、救助、治疗等应急防护知识。金葵花行动（朝阳科协）、顺义科普365、延庆科普、科技大兴、密云科普、平谷科普、科普丰台等公众号都陆续发布了有关疫情的实时权威消息和防护知识。北京科学道德建设微平台及时转发《中共北京市委社会工委北京市民政局关于动员社会组织参与新型冠状病毒感染的肺炎疫情防控工作的倡议书》，通过信息化手段充分发挥对科技社团的动员作用。二、制作配送应急科普资源。,http://www.bast.net.cn/art/2020/1/31/art_23312_448921.html
76,首都科技社团联合发声 助力解决在京单位复工用餐难题,2月18日，由市科协团体会员北京烹饪协会牵头，联合十几家科技社团及单位共同助力解决在京单位复工用餐难题。多家在京社会组织联合发起安全用餐倡议，向全市推出“行业联合、企业共助、服务复工单位员工安全就餐”订餐地图。一方面，由北京烹饪协会总负责，将供餐名单经各区饮食行业协会推荐、餐饮单位自荐，遴选出了全市100余家供餐单位。另一方面，北京科技社团服务中心支持烹饪协会，协调市科协团体会员进行对接，得到了多家科技社团的积极响应。一周时间内了解自身企业会员用餐要求，收集了全市千余家企业单位的复工用餐需求，与北京烹饪协会的供餐服务精准对接。北京烹饪协会表示，鼓励供餐单位研发各种适合外卖、外送的营养套餐，避免交叉感染，提倡订购方式多样，尽量线上订餐，提倡无接触配送；提倡线上转账交易支付等多种方式，保障供餐方和复工单位各方人员安全。疫情突袭，此次针对用人单位发布的订餐地图，科技社团发挥了横向联系广泛的优势，链接多个行业的需求，守望相助，共同创新服务形式，帮助解决北京复工单位员工用餐难题以及减少疫情对餐饮行业造成的损失。,http://www.bast.net.cn/art/2020/2/18/art_23312_454461.html
